         63773119 function calls (62897781 primitive calls) in 80.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\base.py:286(is_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_asarray.py:112(<setcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1389(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\series.py:4901(reindex)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\functools.py:35(update_wrapper)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\numerictypes.py:356(issubdtype)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:3849(_check_indexing_method)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\contextlib.py:132(__enter__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1468(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\common.py:261(index_labels_to_array)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:1192(_gcd_import)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:453(_validate_dtype)
       10    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:5106(reindex)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5401(identical)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1231(create_module)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(std)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\torch\nn\modules\loss.py:615(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1813(_consolidate_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        8    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:553(_array_equivalent_object)
       20    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:422(is_interval_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:565(_ensure_array)
       10    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFBBEE3A4B0}
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:166(_simple_new)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1258(__init__)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1496(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\dtypes.py:1241(is_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:11010(any)
        1    0.000    0.000    0.005    0.005 C:\Users\abhil\anaconda3\Lib\importlib\__init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1459(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\missing.py:949(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:328(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:625(na_value_for_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:460(is_categorical_dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:299(_deduplicate)
        3    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:5348(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:534(copy)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:205(mgr_locs)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1017(from_blocks)
       12    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6101(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\base.py:767(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:229(stringify_path)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:194(close)
        1    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:266(_isna_array)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:809(_reset_identity)
        1    0.000    0.000    0.001    0.001 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1738(__exit__)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:694(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:188(validate_header_arg)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:595(_set_noconvert_dtype_columns)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1475(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'stream_reader' of 'zstd.ZstdDecompressor' objects}
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\warnings.py:487(__exit__)
        9    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6013(_maybe_promote)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:2636(inferred_type)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1805(is_consolidated)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:213(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:247(_collect_parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:141(is_url)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1304(__instancecheck__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:307(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:450(_engine_type)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1860(from_blocks)
       10    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       21    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:4937(_values)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:99(is_file_like)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:192(fill_value)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1215(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:1365(_validate_parse_dates_arg)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:354(_make_index)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:742(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:271(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:583(_dtype_to_subclass)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\urllib\parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:167(blknos)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:1211(_process_date_conversion)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:509(_get_axis_number)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:11311(any)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:228(is_single_block)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:112(ensure_python_int)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:479(dtype)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:904(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\common.py:296(maybe_iterable_to_list)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1470(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:273(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:623(ndim)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1579(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:778(is_)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6361(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1458(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'zstd.ZstdDecompressionReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2323(_preprocess_slice_or_indexer)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(delete)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\generic.py:7878(isna)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:2465(extend_blocks)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\enum.py:193(__get__)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:351(is_timedelta64_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\construction.py:636(_sanitize_non_ordered)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\common.py:186(all_none)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
        6    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:465(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\series.py:5540(isna)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:1099(_make_date_converter)
        7    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        4    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:458(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\numeric.py:150(ones)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_methods.py:39(_amax)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:197(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\compat\_optional.py:70(get_version)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1823(_consolidate_inplace)
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\platform.py:1007(_sys_version)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:876(_check_data_length)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\missing.py:121(clean_fill_method)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\nanops.py:353(_na_ok_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:931(dtype)
        1    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:679(is_valid_na_for_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\construction.py:714(_try_cast)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:2660(_is_multi)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\typing.py:1358(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:1806(_clean_na_values)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:144(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\nanops.py:220(_maybe_get_mask)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:405(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:1103(_maybe_memory_map)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:1582(name)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5414(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:2109(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:3340(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\_validators.py:445(check_dtype_backend)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:530(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6001(_index_as_unique)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\common.py:499(get_compression_method)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:529(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:982(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\enum.py:1249(value)
        2    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1168(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:242(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:342(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\base_parser.py:1387(is_index_col)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:3468(_std_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:498(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\frame.py:632(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:683(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:183(blklocs)
        1    0.000    0.000    0.000    0.000 C:\Users\abhil\anaconda3\Lib\site-packages\pandas\io\parsers\readers.py:2011(_extract_dialect)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
